"Datotid","Varenummer","Varenavn","Volum","Pris","Literpris","Varetype","Produktutvalg","Butikkategori","Fylde","Friskhet","Garvestoffer","Bitterhet","Sodme","Farge","Lukt","Smak","Passertil01","Passertil02","Passertil03","Land","Distrikt","Underdistrikt","Argang","Rastoff","Metode","Alkohol","Sukker","Syre","Lagringsgrad","Produsent","Grossist","Distributor","Emballasjetype","Korktype","Vareurl"
"","83502","Viña Esmeralda 2013","0.38","69.90","186.40","Hvitvin","Bestillingsutvalget","Uavhengig sortiment","5","7","0","0","2","","","","Fisk","Skalldyr","Aperitiff/avec","Spania","Catalonia","Penedès","2013","Muscat of Alexandria 85%, Gewürztraminer 15%","Temperaturkontrollert gjæring i ståltanker.Ingen fatlagring.","11.50","8.60","6.30","Drikkeklar, ikke egnet for lagring","Miguel Torres","Beverage Partners Norway AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-83502"
"","83601","Pfaffenheim Pinot Blanc 2012","0.75","121.00","161.30","Hvitvin","Bestillingsutvalget","Uavhengig sortiment","5","6","0","0","1","","","","Fisk","Skalldyr","Lyst kjøtt","Frankrike","Alsace","Øvrige","2012","Pinot Blanc","TradisjonellIkke fat eller flaskelagring","12.50","4.40","5.20","Drikkeklar nå, men kan også lagres","La Cave des Vignerons de Pfaff","Pernod Ricard Norway AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-83601"
"","83901","Casal Garcia Vinho Verde","0.75","89.90","119.90","Hvitvin","Basisutvalget","Butikkategori 3","4","8","0","0","2","Lys grønngul.","Fruktig aroma preget av pære og sitrus, hint av blomst.","Ung, frisk og sitruspreget stil.","Fisk","Skalldyr","Aperitiff/avec","Portugal","Minho","Vinho Verde","","Trajadura 25%, Loureira 25%, Azal 25%","Tradisjonell annengangsgjæring på flaske i 18 dager ved 18 C.","8.50","15.00","6.80","Drikkeklar, ikke egnet for lagring","Quinta da Aveleda","Strøm AS","Trebuchet AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-83901"
"","83904","Casal Garcia Vinho Verde","0.19","29.00","155.10","Hvitvin","Bestillingsutvalget","Uavhengig sortiment","4","7","0","0","3","Lys strågul.","Frisk sitrus med hint av krydret fruktighet.","Lett, frisk, fruktig med fin lengde. Lett perlende.","Aperitiff/avec","Skalldyr","Fisk","Portugal","Minho","Vinho Verde","","Loureira 40%, Trajadura 30%, Arinto 20%, Azal 10%","","8.50","15.00","6.80","Drikkeklar, ikke egnet for lagring","Quinta da Aveleda","Strøm AS","Trebuchet AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-83904"
"","85101","Mouton Cadet Reserve Sauternes 2010","0.75","255.50","340.70","Hvitvin","Bestillingsutvalget","Uavhengig sortiment","9","7","0","0","9","","","","Dessert, kake, frukt","","Ost","Frankrike","Bordeaux","Sauternes","2010","Sémillon 80%, Sauvignon Blanc 15%, Muscadelle 5%","Tradisjonell vinifikasjon. Druene plukkes for hånd, gjerne 2 til 3 ganger på samme vinstokk for å forsikre seg om at kvaliteten er b","13.50","97.00","5.80","Drikkeklar nå, men kan også lagres","Baron Philippe de Rothschild","Haugen-Gruppen AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-85101"
"","85102","Mouton Cadet Réserve Sauternes 2011","0.38","109.50","292.00","Hvitvin","Basisutvalget","Butikkategori 1","9","7","0","0","9","Middels dyp strågul.","Fokusert og kompleks aroma av aprikos, honning og krydder over fint integrert fat.","Ung og saftig, preg av tropiske frukter, honning og marsipan, streif av fat, lang.","Dessert, kake, frukt","Aperitiff/avec","Ost","Frankrike","Bordeaux","Sauternes","2011","Sémillon 80%, Sauvignon Blanc 15%, Muscadelle 5%","Håndplukkede druer, hver druestokk blir plukket 2-3 ganger avhengig av modenhetsgrad og kvalitet, tradisjonell vinifikasjonsteknikk.","13.00","83.90","6.10","Drikkeklar nå, men kan også lagres","Baron Philippe de Rothschild","Haugen-Gruppen AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-85102"
"","85501","Candida Frascati Superiore 2013","0.75","106.90","142.50","Hvitvin","Bestillingsutvalget","Uavhengig sortiment","5","7","0","0","1","Lys grønngul.","Ren. Tropefrukt og eple.","Preg av tropisk frukt, svakt bitter avslutning.","Fisk","Skalldyr","Aperitiff/avec","Italia","Lazio","Øvrige","2013","Malvasia 60%","Temperaturkontrollert gjæring ved 20° C.","12.50","2.00","5.00","Drikkeklar, ikke egnet for lagring","Fontana Candida","Einar A Engelstad AS","Cuveco AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-85501"
"","85701","Mateus","0.75","94.90","126.50","Rosévin","Basisutvalget","Butikkategori 3","4","7","0","0","3","Lys rosarød.","Aroma med preg av røde bær og uter.","Ren og umiddelbar, preg av røde bær og urter, svakt perlende.","Fisk","Lyst kjøtt","Aperitiff/avec","Portugal","Øvrige","","","Baga 20%, Moreto 20%","Tradisjonell temperaturkontrollert gjæring.","10.00","Ukjent","6.10","Drikkeklar, ikke egnet for lagring","Sogrape","Best Cellars AS","Cuveco AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-85701"
"","85702","Mateus","0.38","53.20","141.90","Rosévin","Bestillingsutvalget","Uavhengig sortiment","4","6","0","0","3","","","","Fisk","Lyst kjøtt","Aperitiff/avec","Portugal","Øvrige","Øvrige","","Baga 20%, Moreto 20%","Tradisjonell temperaturkontrollert gjæring. Opplysninger er ikke gitt av produsent/leverandør.","10.00","Ukjent","6.10","Drikkeklar, ikke egnet for lagring","","Best Cellars AS","Cuveco AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-85702"
"","85901","Lancers Rosé","0.75","98.90","131.90","Rosévin","Bestillingsutvalget","Uavhengig sortiment","3","4","0","0","4","","","","Skalldyr","","Lyst kjøtt","Portugal","Øvrige","Øvrige","","Castelão 100%","Tradisjonell. Opplysninger er ikke gitt av produsent/leverandør.","10.00","32.00","Ukjent","Drikkeklar, ikke egnet for lagring","J.M. da Fonseca","Einar A Engelstad AS","Cuveco AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-85901"
"","86101","Rosatello","0.75","99.90","133.20","Rosévin","Bestillingsutvalget","Uavhengig sortiment","5","6","0","0","2","","","","Fisk","Lyst kjøtt","Aperitiff/avec","Italia","Øvrige","Øvrige","","Sangiovese 100%","Gjæring ved lav temperatur. Ingen lagring på eikefat.","11.50","1.80","Ukjent","Drikkeklar, ikke egnet for lagring","Ruffino","Bibendum AS","Trebuchet AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-86101"
"","86801","René Barbier Rosado 2009","0.75","99.90","133.20","Rosévin","Bestillingsutvalget","Uavhengig sortiment","5","7","0","0","1","","","","Fisk","Lyst kjøtt","Aperitiff/avec","Spania","Catalonia","Penedès","2009","Parellada, Xarel·lo, Macabeo, Ull de Llebre, Monastrell","Temperaturkontrollert gjæringIngen lagring på eikefat.","11.50","3.50","Ukjent","Drikkeklar, ikke egnet for lagring","René Barbier","Robert Prizelius AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-86801"
"","87901","Bollinger Spécial Cuvée, Brut","0.75","399.50","532.70","Musserende Vin","Basisutvalget","Butikkategori 2","8","10","0","0","2","Middels dyp strågul.","Litt utviklet, preg av bakt eple, vanilje og hvit sjokolade, hint av kjeks.","Rik og noe utviklet, preg av eple, sitrus og kjeks, ettersmak med god lengde.","Skalldyr","Lyst kjøtt","Aperitiff/avec","Frankrike","Champagne","Øvrige","","Pinot Noir 60%, Chardonnay 25%, Pinot Meunier 15%","Tradisjonell, bl.a. annengangs gjæring på flaske. Opplysninger er ikke gitt av produsent/leverandør.","12.00","11.20","4.60","Drikkeklar nå, men kan også lagres","Bollinger","Haugen-Gruppen AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-87901"
"","87902","Bollinger Spécial Cuvée, Brut","0.38","233.90","623.70","Musserende Vin","Bestillingsutvalget","Uavhengig sortiment","9","9","0","0","2","","","","Skalldyr","Lyst kjøtt","Aperitiff/avec","Frankrike","Champagne","Øvrige","","Pinot Noir 60%, Chardonnay 25%, Pinot Meunier 15%","Tradisjonell, bl.a. annengangs gjæring på flaske. Opplysninger er ikke gitt av produsent/leverandør.","12.00","11.20","4.60","Drikkeklar nå, men kan også lagres","Bollinger","Haugen-Gruppen AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-87902"
"","87905","Bollinger Spécial Cuvée, Brut","1.50","908.50","605.70","Musserende Vin","Bestillingsutvalget","Uavhengig sortiment","9","9","0","0","2","","","","Skalldyr","Lyst kjøtt","Aperitiff/avec","Frankrike","Champagne","Øvrige","","Pinot Noir 60%, Chardonnay 25%, Pinot Meunier 15%","Tradisjonell (bl.a. annengangsgjæring på flaske).Opplysninger er ikke gitt av produsent/leverandør.","12.00","11.20","4.60","Drikkeklar nå, men kan også lagres","Bollinger","Haugen-Gruppen AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-87905"
"","87907","Bollinger Spécial Cuvée, Brut","3.00","1817.00","605.70","Musserende Vin","Bestillingsutvalget","Uavhengig sortiment","9","9","0","0","2","","","","Skalldyr","Lyst kjøtt","Aperitiff/avec","Frankrike","Champagne","Øvrige","","Pinot Noir 60%, Chardonnay 25%, Pinot Meunier 15%","Tradisjonell (bl.a. annengangsgjæring på flaske).Opplysninger er ikke gitt av produsent/leverandør.","12.00","11.20","4.60","Drikkeklar nå, men kan også lagres","Bollinger","Haugen-Gruppen AS","Vectura AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-87907"
"","88101","Veuve Clicquot, Brut","0.75","399.90","533.20","Musserende Vin","Basisutvalget","Butikkategori 4","7","9","0","0","3","Middels dyp strågul.","Litt utviklet aroma preget av bakt eple, pære, sitrus og litt smør.","Rent preg av sitrus, eple og pære, hint av kjeks og mineraler.","Fisk","Skalldyr","Aperitiff/avec","Frankrike","Champagne","Øvrige","","Pinot Noir 56%, Chardonnay 28%, Pinot Meunier 16%","Tradisjonell, bla. annengangsgjæring på flaske. 4 år flaskemodning før salg.","12.00","11.50","5.40","Drikkeklar nå, men kan også lagres","Veuve Clicquot Ponsardin","Moët Hennessy Norge AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-88101"
"","88102","Veuve Clicquot, Brut","0.38","236.90","631.70","Musserende Vin","Bestillingsutvalget","Uavhengig sortiment","6","8","0","0","2","","","","Fisk","Skalldyr","Aperitiff/avec","Frankrike","Champagne","Øvrige","","Pinot Noir 56%, Chardonnay 28%, Pinot Meunier 16%","Tradisjonell (bl.a. annengangsgjæring på flaske).4 år flaskemodning før salg.","12.00","11.50","5.40","Drikkeklar nå, men kan også lagres","Veuve Clicquot Ponsardin","Moët Hennessy Norge AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-88102"
"","88105","Veuve Clicquot Brut","1.50","884.90","589.90","Musserende Vin","Bestillingsutvalget","Uavhengig sortiment","6","8","0","0","2","","","","Fisk","Skalldyr","Aperitiff/avec","Frankrike","Champagne","Øvrige","","Pinot Noir 56%, Chardonnay 28%, Pinot Meunier 16%","Tradisjonell (bl.a. annengangsgjæring på flaske).4 år flaskemodning før salg.","12.00","11.50","5.40","Drikkeklar nå, men kan også lagres","Veuve Clicquot Ponsardin","Moët Hennessy Norge AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-88105"
"","88107","Veuve Clicquot, Brut","3.00","2799.90","933.30","Musserende Vin","Bestillingsutvalget","Uavhengig sortiment","6","8","0","0","2","","","","Fisk","Skalldyr","Aperitiff/avec","Frankrike","Champagne","Øvrige","","Pinot Noir 56%, Chardonnay 28%, Pinot Meunier 16%","Tradisjonell (bl.a. annengangsgjæring på flaske).4 år flaskemodning før salg.","12.00","11.50","5.40","Drikkeklar nå, men kan også lagres","Veuve Clicquot Ponsardin","Moët Hennessy Norge AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-88107"
"","88201","Veuve Clicquot, Sec","0.75","399.90","533.20","Musserende Vin","Basisutvalget","Butikkategori 4","6","8","0","0","4","Middels dyp strågul.","Aroma med preg av eple, sitrus og litt kjeks.","Preg av eple, sitrus og kjeks, antydning til mineraler.","Fisk","Skalldyr","Aperitiff/avec","Frankrike","Champagne","Øvrige","","Pinot Noir 84%, Chardonnay 16%","Tradisjonell, bl.a. annengangsgjæring på flaske. 4 år flaskemodning før salg.","12.00","26.60","5.30","Drikkeklar nå, men kan også lagres","Veuve Clicquot Ponsardin","Moët Hennessy Norge AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-88201"
"","88202","Veuve Clicquot, Sec","0.38","236.90","631.70","Musserende Vin","Bestillingsutvalget","Uavhengig sortiment","7","8","0","0","4","","","","Fisk","Skalldyr","Aperitiff/avec","Frankrike","Champagne","Øvrige","","Pinot Noir 84%, Chardonnay 16%","Tradisjonell (bl.a. annengangsgjæring på flaske).4 år flaskemodning før salg.","12.00","26.60","5.30","Drikkeklar nå, men kan også lagres","Veuve Clicquot Ponsardin","Moët Hennessy Norge AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-88202"
"","88801","Trimbach Riesling 2012","0.75","154.90","206.50","Hvitvin","Basisutvalget","Butikkategori 4","7","9","0","0","1","Middels dyp strågul.","Aroma preget av eple, sitrus og blomst, hint av urter og mineraler.","Ørlite utviklet, preg av sitrus, eple og litt mineraler.","Fisk","Skalldyr","Lyst kjøtt","Frankrike","Alsace","Øvrige","2012","Riesling 100%","Vinifikasjon i rustfrie ståltanker. Gjæring rundt 21 C.","12.50","4.00","4.50","Drikkeklar nå, men kan også lagres","F.E. Trimbach","Stenberg & Blom AS","Cuveco AS","Engangsflasker av glass","Skrukapsel","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-88801"
"","88802","Trimbach Riesling 2012","0.38","92.00","245.30","Hvitvin","Bestillingsutvalget","Uavhengig sortiment","7","10","0","0","1","","","","Fisk","Skalldyr","Lyst kjøtt","Frankrike","Alsace","Øvrige","2012","Riesling 100%","Vinifikasjon i rustfrie ståltanker. Gjæring rundt 21 C. Ingen fatlagring. 2 år flaskemodning før salg.","12.50","4.00","4.50","Drikkeklar nå, men kan også lagres","F.E. Trimbach","Stenberg & Blom AS","Cuveco AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-88802"
"","89101","Lanson Black Label, Brut","0.75","369.90","493.20","Musserende Vin","Basisutvalget","Butikkategori 6","7","10","0","0","2","Middels dyp strågul.","Litt utviklet aroma med preg av smør, lett melent eple og kjeks.","Frisk og litt utviklet, preg av eple, sitrus og smør, antydning til kjeks i ettersmaken.","Fisk","Skalldyr","Aperitiff/avec","Frankrike","Champagne","Øvrige","","Pinot Noir 50%, Chardonnay 35%, Pinot Meunier 15%","Tradisjonell. Minimum 3 år på flaske.","12.50","11.50","Ukjent","Drikkeklar nå, men kan også lagres","Lanson Père et Fils","Stenberg & Blom AS","Cuveco AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-89101"
"","89102","Lanson Black Label, Brut","0.38","220.00","586.70","Musserende Vin","Bestillingsutvalget","Uavhengig sortiment","7","8","0","0","2","","","","Fisk","Skalldyr","Aperitiff/avec","Frankrike","Champagne","Øvrige","","Pinot Noir 50%, Chardonnay 35%, Pinot Meunier 15%","Tradisjonell.Minimum 3 år på flaske","12.50","11.50","Ukjent","Drikkeklar nå, men kan også lagres","Lanson Père et Fils","Stenberg & Blom AS","Cuveco AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-89102"
"","89105","Lanson Black Label, Brut","1.50","779.90","519.90","Musserende Vin","Bestillingsutvalget","Uavhengig sortiment","7","8","0","0","2","","","","Fisk","Skalldyr","Aperitiff/avec","Frankrike","Champagne","Øvrige","","Pinot Noir 50%, Chardonnay 35%, Pinot Meunier 15%","Tradisjonell.Minimum 3 år på flaske","12.50","11.50","Ukjent","Drikkeklar nå, men kan også lagres","Lanson Père et Fils","Stenberg & Blom AS","Cuveco AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-89105"
"","89501","Moët & Chandon Impérial Brut","0.75","389.90","519.90","Musserende Vin","Basisutvalget","Butikkategori 1","7","9","0","0","2","Middels dyp grønngul.","Aroma preget av eple, sitrus og litt brøddeig, antydning til gummi.","Preg av eple og sitrus, hint av mineraler og gummi, litt undermoden stil.","Fisk","Skalldyr","Aperitiff/avec","Frankrike","Champagne","Øvrige","","Chardonnay, Pinot Noir, Pinot Meunier","Tradisjonell, annengangs gjæring på flaske. Opplysninger er ikke gitt av","12.00","9.00","Ukjent","Drikkeklar, ikke egnet for lagring","Moët & Chandon","Moët Hennessy Norge AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-89501"
"","89502","Moët & Chandon Impérial Brut","0.38","219.90","586.40","Musserende Vin","Basisutvalget","Butikkategori 2","7","9","0","0","2","Middels dyp grønngul.","Aroma preget av eple, sitrus og litt brøddeig, antydning til gummi.","Preg av eple og sitrus, hint av mineraler og gummi, litt undermoden stil.","Fisk","Skalldyr","Aperitiff/avec","Frankrike","Champagne","Øvrige","","Chardonnay, Pinot Noir, Pinot Meunier","Tradisjonell, annengangs gjæring på flaske.Opplysninger er ikke gitt av","12.00","9.00","Ukjent","Drikkeklar, ikke egnet for lagring","Moët & Chandon","Moët Hennessy Norge AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-89502"
"","89504","Moët & Chandon Impérial Brut","0.20","123.90","619.50","Musserende Vin","Basisutvalget","Butikkategori 4","7","9","0","0","2","Middels dyp grønngul.","Aroma preget av eple, sitrus og litt brøddeig, antydning til gummi.","Preg av eple og sitrus, hint av mineraler og gummi, litt undermoden stil.","Fisk","Skalldyr","Aperitiff/avec","Frankrike","Champagne","Øvrige","","Chardonnay, Pinot Noir, Pinot Meunier","Tradisjonell (annengangs gjæring på flaske).","12.00","12.90","Ukjent","Drikkeklar, ikke egnet for lagring","Moët & Chandon","Moët Hennessy Norge AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-89504"
"","89505","Moët & Chandon Impérial Brut","1.50","849.90","566.60","Musserende Vin","Bestillingsutvalget","Uavhengig sortiment","5","8","0","0","2","","","","Fisk","Skalldyr","Aperitiff/avec","Frankrike","Champagne","Øvrige","","Chardonnay, Pinot Noir, Pinot Meunier","Tradisjonell (annengangs gjæring på flaske).Opplysninger er ikke gitt av produsent/leverandør.","12.00","9.00","Ukjent","Drikkeklar, ikke egnet for lagring","Moët & Chandon","Moët Hennessy Norge AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-89505"
"","89507","Moët & Chandon Impérial Brut","3.00","2999.90","1000.00","Musserende Vin","Bestillingsutvalget","Uavhengig sortiment","5","8","0","0","2","","","","Fisk","Skalldyr","Aperitiff/avec","Frankrike","Champagne","Øvrige","","Chardonnay, Pinot Noir, Pinot Meunier","Tradisjonell (annengangs gjæring på flaske).Opplysninger er ikke gitt av produsent/leverandør.","12.00","12.90","Ukjent","Drikkeklar, ikke egnet for lagring","Moët & Chandon","Moët Hennessy Norge AS","SKANLOG VSD AS","Engangsflasker av glass","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-89507"
"","90006","Promenade Blanc","3.00","319.90","106.60","Hvitvin","Basisutvalget","Butikkategori 6","5","7","0","0","1","Lys strågul.","Litt utviklet. Preg av urter og eple.","Ren og umiddelbar, preg av urter og eple.","Fisk","Skalldyr","Aperitiff/avec","Frankrike","Øvrige","Øvrige","","Sauvignon Blanc 100%","Tempraturkontrollert gjæring. Ingen fat- og/eller flaskelagring.","11.50","2.00","6.00","Drikkeklar, ikke egnet for lagring","Le Cep Français","Vinordia AS","Vectura AS","BIB under 4 ltr","","http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-90006"
