foo,Varenavn,Volum,Pris,Literpris,Varetype,Fylde,Friskhet,Garvestoffer,Bitterhet,Sodme,Land,Distrikt,Underdistrikt,Alkohol,Sukker,Produsent,Emballasjetype,Vareurl,
,Luxardo Sambuca dei Cesari,0.05,39.4,788.1,Likør,0,0,0,0,0,Italia,Øvrige,Øvrige,38,380,Girolamo Luxardo,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-29103,
,Luxardo Sambuca dei Cesari,0.2,130,650,Likør,0,0,0,0,0,Italia,Veneto,Colli Euganei,38,380,Girolamo Luxardo,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-29104,
,Luxardo Sambuca dei Cesari,4.5,2516.3,559.2,Likør,0,0,0,0,0,Italia,Øvrige,Øvrige,38,380,Girolamo Luxardo,Glassflaske over eller lik 4 ltr,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-29107,
,Marie Brizard Apry Apricot Brandy,0.7,219.9,314.1,Likør under 22 %,0,0,0,0,0,Frankrike,Øvrige,,20.5,Ukjent,Marie Brizard,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-29501,
,Sandeman Rich Golden,0.75,144.9,193.2,Sherry,8,6,0,0,7,Spania,Øvrige,Øvrige,15,120,Sandeman,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-35201,
,Sandeman Medium Dry,0.75,144.9,193.2,Sherry,8,7,0,0,5,Spania,Øvrige,Øvrige,15,39,Sandeman,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-35301,
,Martini Rosato,1,196.9,196.9,Vermut,7,0,0,0,6,Italia,Øvrige,Øvrige,15,165,Martini & Rossi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-35501,
,Harveys Amontillado,0.75,169.9,226.5,Sherry,8,6,0,0,5,Spania,Øvrige,Øvrige,17.5,70,Bod. Domecq,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-35601,
,Tio Pepe Fino,0.75,179.5,239.3,Sherry,4,7,0,0,1,Spania,Øvrige,Øvrige,15,1,,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-36001,
,Tio Pepe Fino,0.38,104.9,279.7,Sherry,5,7,0,0,1,Spania,Øvrige,Øvrige,15,1,,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-36002,
,Bristol Cream,0.75,179.9,239.9,Sherry,9,7,0,0,9,Spania,Øvrige,Øvrige,17.5,138,Bod. Domecq,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-36201,
,Bristol Cream,0.38,99.9,266.4,Sherry,9,7,0,0,9,Spania,Øvrige,Øvrige,17.5,138,Bod. Domecq,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-36202,
,Campari Bitter,0.04,39.9,997.4,Bitter under 22 %,0,0,0,0,0,Italia,Øvrige,Øvrige,21,250,Campari,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-37203,
,Mouton Cadet Rouge 2012,0.75,148.9,198.5,Rødvin,7,7,7,0,0,Frankrike,Bordeaux,Øvrige,13.5,2,Baron Philippe de Rothschild,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-59101,
,Siglo Saco Crianza 2008/2009,0.75,119.9,159.9,Rødvin,6,7,7,0,0,Spania,Rioja,Øvrige,13.5,2,Bod. Campo Viejo,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-63701,
,Cellier des Dauphins Signature Vieilles Vignes Côte-du-Rhône 2011,0.75,124.9,166.5,Rødvin,6,7,7,0,0,Frankrike,Rhône Sør,Côtes du Rhône,14.5,2,Les Prod. Réunis,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-65101,
,Cellier des Dauphins Côtes du Rhône Réserve 2012,0.38,78.9,210.4,Rødvin,7,6,7,0,0,Frankrike,Rhône Sør,Côtes du Rhône,13.5,2,Les Prod. Réunis,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-65102,
,Cellier des Dauphins Côtes du Rhône Réserve 2007,0.25,54.9,219.6,Rødvin,7,6,7,0,0,Frankrike,Rhône Sør,Côtes du Rhône,13,2,Les Prod. Réunis,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-65104,
,Ruffino Chianti 2013,0.75,117.9,157.2,Rødvin,6,7,6,0,0,Italia,Toscana,Chianti,12.5,2.4,Ruffino,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-66001,
,Ruffino Chianti 2011,0.38,68.9,183.7,Rødvin,6,7,7,0,0,Italia,Toscana,Chianti,12.5,2.4,Ruffino,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-66002,
,Periquita Original 2012/2013,0.75,109.9,146.5,Rødvin,7,7,7,0,0,Portugal,Setubal,Øvrige,13,3,J.M. da Fonseca,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-67001,
,Periquita 2012,0.38,65.9,175.7,Rødvin,7,7,7,0,0,Portugal,Setubal,Øvrige,13,4.9,J.M. da Fonseca,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-67002,
,Periquita 2010,1.5,251,167.3,Rødvin,7,7,7,0,0,Portugal,Setubal,Øvrige,13,4.9,J.M. da Fonseca,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-67005,
,Periquita 2012,3,388.9,129.6,Rødvin,7,7,7,0,0,Portugal,Setubal,Øvrige,13,4.9,J.M. da Fonseca,BIB under 4 ltr,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-67006,
,Faustino I Gran Reserva 2001,0.75,209.9,279.9,Rødvin,9,8,7,0,0,Spania,Rioja,Øvrige,13.5,2,Bod. Faustino,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-67801,
,Campo Viejo Crianza 2010/2011,0.75,111.9,149.2,Rødvin,7,8,7,0,0,Spania,Rioja,Øvrige,13.5,3,Bod. Campo Viejo,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-67901,
,Campo Viejo Crianza 2008,0.38,67,178.7,Rødvin,7,7,7,0,0,Spania,Rioja,Øvrige,13.5,3,Bod. Campo Viejo,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-67902,
,Faustino V Reserva 2008/2009,0.75,159.9,213.2,Rødvin,8,8,7,0,0,Spania,Rioja,Øvrige,13.5,1.2,Bod. Faustino,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-68501,
,Faustino V Reserva 2006,0.38,89.9,239.7,Rødvin,7,0,6,0,0,Spania,Rioja,Øvrige,13.5,2,Bod. Faustino,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-68502,
,Gran Feudo Crianza 2006,0.75,105.9,141.2,Rødvin,6,7,7,0,0,Spania,Navarra,Øvrige,13,1.6,Bod. Julián Chivite,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-68801,
,Brolio Chianti Classico 2012,0.75,159.9,213.2,Rødvin,8,8,8,0,0,Italia,Toscana,Chianti Classico,13,2,Barone Ricasoli,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-69901,
,Brolio Chianti Classico 2012,0.38,99.5,265.3,Rødvin,8,0,8,0,0,Italia,Toscana,Chianti Classico,13,2,Barone Ricasoli,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-69902,
,Brolio Chianti Classico 2010,1.5,369,246,Rødvin,8,0,8,0,0,Italia,Toscana,Chianti Classico,13,2,Barone Ricasoli,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-69905,
,Santepietre Bardolino Classico 2013,0.75,116.9,155.9,Rødvin,4,0,4,0,0,Italia,Veneto,Bardolino,12,Ukjent,Lamberti,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-71501,
,Dopff & Irion Cuvée René Dopff Gewurztraminer 2011/2013,0.75,150,200,Hvitvin,8,7,0,0,2,Frankrike,Alsace,Øvrige,13,8.5,Dopff & Irion,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-74101,
,Dopff & Irion Gewurztraminer 2011,0.38,90,240,Hvitvin,8,7,0,0,2,Frankrike,Alsace,Øvrige,13.5,8.5,Dopff & Irion,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-74102,
,Bourgeois Sancerre Grande Réserve 2013,0.75,189.5,252.7,Hvitvin,7,9,0,0,1,Frankrike,Loire,Sancerre,12.5,2,Dom. Henri Bourgeois,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-74301,
,Bourgeois Sancerre Grande Réserve 2013,0.38,99.9,266.4,Hvitvin,7,9,0,0,1,Frankrike,Loire,Sancerre,12.5,2,Dom. Henri Bourgeois,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-74302,
,Les Mesnils Muscadet 2011,0.75,114.9,153.2,Hvitvin,5,8,0,0,1,Frankrike,Loire,Muscadet de Sèvre-et,12,2,Barré Frères,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-74601,
,Königsmosel Riesling 2013,0.75,86,114.7,Hvitvin,4,7,0,0,5,Tyskland,Mosel,Øvrige,8.5,39,Maas Nathan,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-77001,
,Blue Nun 2013,0.75,84.9,113.2,Hvitvin,4,7,0,0,4,Tyskland,Rheinhessen,Øvrige,8.5,25,H. Sichel Söhne,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-79101,
,Blue Nun,2,209.9,105,Hvitvin,4,7,0,0,5,Tyskland,Rheinhessen,Øvrige,8.5,25,H. Sichel Söhne,BIB under 4 ltr,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-79106,
,Bigi Est! Est!! Est!!! 2011,0.75,120.9,161.2,Hvitvin,5,7,0,0,1,Italia,Lazio,Øvrige,12,2,Bigi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-82601,
,Duca del Frassino Soave Classico 2013,0.75,109.9,146.5,Hvitvin,6,7,0,0,1,Italia,Veneto,Soave,12.5,2,Cant. di Soave,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-83001,
,Duca del Frassino Soave Classico 2011,0.38,64.9,173.1,Hvitvin,6,7,0,0,1,Italia,Veneto,Soave,12.5,2,Cant. di Soave,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-83002,
,Viña Sol 2013,0.75,105.9,141.2,Hvitvin,5,8,0,0,2,Spania,Catalonia,Penedès,11.5,2,Miguel Torres,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-83301,
,Viña Esmeralda 2013/2014,0.75,104.9,139.9,Hvitvin,5,8,0,0,3,Spania,Catalonia,Penedès,11,8.6,Miguel Torres,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-83501,
,Viña Esmeralda 2013,0.38,69.9,186.4,Hvitvin,5,7,0,0,2,Spania,Catalonia,Penedès,11.5,8.6,Miguel Torres,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-83502,
,Pfaffenheim Pinot Blanc 2012,0.75,121,161.3,Hvitvin,5,6,0,0,1,Frankrike,Alsace,Øvrige,12.5,4.4,La Cave des Vignerons de Pfaff,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-83601,
,Casal Garcia Vinho Verde,0.75,89.9,119.9,Hvitvin,4,8,0,0,2,Portugal,Minho,Vinho Verde,8.5,15,Quinta da Aveleda,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-83901,
,Casal Garcia Vinho Verde,0.19,29,155.1,Hvitvin,4,7,0,0,3,Portugal,Minho,Vinho Verde,8.5,15,Quinta da Aveleda,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-83904,
,Mouton Cadet Reserve Sauternes 2010,0.75,255.5,340.7,Hvitvin,9,7,0,0,9,Frankrike,Bordeaux,Sauternes,13.5,97,Baron Philippe de Rothschild,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-85101,
,Mouton Cadet Réserve Sauternes 2011,0.38,109.5,292,Hvitvin,9,7,0,0,9,Frankrike,Bordeaux,Sauternes,13,83.9,Baron Philippe de Rothschild,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-85102,
,Candida Frascati Superiore 2013,0.75,106.9,142.5,Hvitvin,5,7,0,0,1,Italia,Lazio,Øvrige,12.5,2,Fontana Candida,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-85501,
,Mateus,0.75,94.9,126.5,Rosévin,4,7,0,0,3,Portugal,Øvrige,,10,Ukjent,Sogrape,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-85701,
,Mateus,0.38,53.2,141.9,Rosévin,4,6,0,0,3,Portugal,Øvrige,Øvrige,10,Ukjent,,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-85702,
,Lancers Rosé,0.75,98.9,131.9,Rosévin,3,4,0,0,4,Portugal,Øvrige,Øvrige,10,32,J.M. da Fonseca,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-85901,
,Rosatello,0.75,99.9,133.2,Rosévin,5,6,0,0,2,Italia,Øvrige,Øvrige,11.5,1.8,Ruffino,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-86101,
,René Barbier Rosado 2009,0.75,99.9,133.2,Rosévin,5,7,0,0,1,Spania,Catalonia,Penedès,11.5,3.5,René Barbier,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-86801,
,"Bollinger Spécial Cuvée, Brut",0.75,399.5,532.7,Musserende Vin,8,10,0,0,2,Frankrike,Champagne,Øvrige,12,11.2,Bollinger,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-87901,
,"Bollinger Spécial Cuvée, Brut",0.38,233.9,623.7,Musserende Vin,9,9,0,0,2,Frankrike,Champagne,Øvrige,12,11.2,Bollinger,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-87902,
,"Bollinger Spécial Cuvée, Brut",1.5,908.5,605.7,Musserende Vin,9,9,0,0,2,Frankrike,Champagne,Øvrige,12,11.2,Bollinger,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-87905,
,"Bollinger Spécial Cuvée, Brut",3,1817,605.7,Musserende Vin,9,9,0,0,2,Frankrike,Champagne,Øvrige,12,11.2,Bollinger,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-87907,
,"Veuve Clicquot, Brut",0.75,399.9,533.2,Musserende Vin,7,9,0,0,3,Frankrike,Champagne,Øvrige,12,11.5,Veuve Clicquot Ponsardin,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-88101,
,"Veuve Clicquot, Brut",0.38,236.9,631.7,Musserende Vin,6,8,0,0,2,Frankrike,Champagne,Øvrige,12,11.5,Veuve Clicquot Ponsardin,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-88102,
,Veuve Clicquot Brut,1.5,884.9,589.9,Musserende Vin,6,8,0,0,2,Frankrike,Champagne,Øvrige,12,11.5,Veuve Clicquot Ponsardin,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-88105,
,"Veuve Clicquot, Brut",3,2799.9,933.3,Musserende Vin,6,8,0,0,2,Frankrike,Champagne,Øvrige,12,11.5,Veuve Clicquot Ponsardin,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-88107,
,"Veuve Clicquot, Sec",0.75,399.9,533.2,Musserende Vin,6,8,0,0,4,Frankrike,Champagne,Øvrige,12,26.6,Veuve Clicquot Ponsardin,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-88201,
,"Veuve Clicquot, Sec",0.38,236.9,631.7,Musserende Vin,7,8,0,0,4,Frankrike,Champagne,Øvrige,12,26.6,Veuve Clicquot Ponsardin,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-88202,
,Trimbach Riesling 2012,0.75,154.9,206.5,Hvitvin,7,9,0,0,1,Frankrike,Alsace,Øvrige,12.5,4,F.E. Trimbach,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-88801,
,Trimbach Riesling 2012,0.38,92,245.3,Hvitvin,7,10,0,0,1,Frankrike,Alsace,Øvrige,12.5,4,F.E. Trimbach,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-88802,
,"Lanson Black Label, Brut",0.75,369.9,493.2,Musserende Vin,7,10,0,0,2,Frankrike,Champagne,Øvrige,12.5,11.5,Lanson Père et Fils,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-89101,
,"Lanson Black Label, Brut",0.38,220,586.7,Musserende Vin,7,8,0,0,2,Frankrike,Champagne,Øvrige,12.5,11.5,Lanson Père et Fils,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-89102,
,"Lanson Black Label, Brut",1.5,779.9,519.9,Musserende Vin,7,8,0,0,2,Frankrike,Champagne,Øvrige,12.5,11.5,Lanson Père et Fils,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-89105,
,Moët & Chandon Impérial Brut,0.75,389.9,519.9,Musserende Vin,7,9,0,0,2,Frankrike,Champagne,Øvrige,12,9,Moët & Chandon,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-89501,
,Moët & Chandon Impérial Brut,0.38,219.9,586.4,Musserende Vin,7,9,0,0,2,Frankrike,Champagne,Øvrige,12,9,Moët & Chandon,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-89502,
,Moët & Chandon Impérial Brut,0.2,123.9,619.5,Musserende Vin,7,9,0,0,2,Frankrike,Champagne,Øvrige,12,12.9,Moët & Chandon,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-89504,
,Moët & Chandon Impérial Brut,1.5,849.9,566.6,Musserende Vin,5,8,0,0,2,Frankrike,Champagne,Øvrige,12,9,Moët & Chandon,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-89505,
,Moët & Chandon Impérial Brut,3,2999.9,1000,Musserende Vin,5,8,0,0,2,Frankrike,Champagne,Øvrige,12,12.9,Moët & Chandon,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-89507,
,Promenade Blanc,3,319.9,106.6,Hvitvin,5,7,0,0,1,Frankrike,Øvrige,Øvrige,11.5,2,Le Cep Français,BIB under 4 ltr,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-90006,
,Bouvet Rosé Excellence,0.75,135,180,Musserende Vin,6,8,0,0,3,Frankrike,Øvrige,Øvrige,12.5,37,Bouvet-Ladubay,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-90101,
,Laurent-Perrier Rosé,0.75,499.9,666.5,Musserende Vin,8,9,0,0,2,Frankrike,Champagne,Øvrige,12,11,Laurent-Perrier,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-90201,
,Castellblanc Carat Seco,0.75,107.9,143.9,Musserende Vin,5,7,0,0,4,Spania,Cava,Øvrige,11.5,21,Castellblanch,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-90601,
,Castellblanc Carat Seco,0.38,64.5,172,Musserende Vin,5,7,0,0,4,Spania,Cava,Øvrige,11.5,21,Castellblanch,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-90602,
,Contessa Matilde Lambrusco di Sorbara,0.75,109.9,146.5,Musserende Vin,5,8,0,0,3,Italia,Emilia-Romagna,Øvrige,9,32,Contessa Matilde,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-90801,
,Söhnlein Brilliant Medium Dry 2010,0.75,99.9,133.2,Musserende Vin,4,6,0,0,5,Tyskland,Øvrige,Øvrige,11,34,Rheinische Sektkellerei,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-91001,
,Martini Asti,0.75,125.9,167.9,Musserende Vin,4,7,0,0,8,Italia,Piemonte,Asti,7.5,85,Martini & Rossi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-91501,
,Martini Asti,0.38,73.9,197.1,Musserende Vin,5,6,0,0,9,Italia,Piemonte,Asti,7.5,85,Martini & Rossi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-91502,
,Martini Asti,1.5,249.9,166.6,Musserende Vin,5,6,0,0,9,Italia,Piemonte,Asti,7.5,85,Martini & Rossi,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-91505,
,Martini Asti,6,1064.9,177.5,Musserende Vin,5,6,0,0,9,Italia,Piemonte,Asti,7.5,85,Martini & Rossi,Glassflaske over eller lik 4 ltr,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-91507,
,Henri Delacôte Carte Bleue,0.75,139.9,186.5,Musserende Vin,5,6,0,0,6,Frankrike,Loire,Øvrige,12.5,45,Bouvet-Ladubay,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-91801,
,"Codorníu Clasico, Seco",0.75,109.9,146.5,Musserende Vin,4,6,0,0,4,Spania,Øvrige,Øvrige,11.5,17,Codorníu,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-92901,
,"Codorníu Clasico, Seco",0.38,59.9,159.7,Musserende Vin,4,6,0,0,4,Spania,Øvrige,Øvrige,11.5,17,Codorníu,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-92902,
,"Codorníu Clasico, Seco",0.2,39.9,199.5,Musserende Vin,4,6,0,0,4,Spania,Øvrige,Øvrige,11.5,17,Codorníu,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-92904,
,Henkell Trocken,0.75,109,145.3,Musserende Vin,4,7,0,0,4,Tyskland,Øvrige,Øvrige,11.5,22,Henkell & Söhnlein,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-93201,
,Henkell Trocken,0.38,65,173.3,Musserende Vin,4,7,0,0,4,Tyskland,Øvrige,Øvrige,11.5,22,Henkell & Söhnlein,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-93202,
,Henkell Trocken,0.2,45,225,Musserende Vin,4,7,0,0,4,Tyskland,Øvrige,Øvrige,11.5,22,Henkell & Söhnlein,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-93204,
,"Raimat Chardonnay, Brut",0.75,139.9,186.5,Musserende Vin,5,6,0,0,2,Spania,Øvrige,Øvrige,12,15,Raimat,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-94101,
,"Freixenet Cordon Negro, Seco",0.75,109.9,146.5,Musserende Vin,5,7,0,0,5,Spania,Cava,Øvrige,12,38,Freixenet,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-94401,
,"Freixenet Cordon Negro, Seco",0.38,65.9,175.7,Musserende Vin,4,5,0,0,5,Spania,Cava,Øvrige,12,38,Freixenet,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-94402,
,"Freixenet Cordon Negro, Seco",0.2,44.9,224.5,Musserende Vin,4,5,0,0,5,Spania,Cava,Øvrige,12,38,Freixenet,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-94404,
,"Freixenet Cordon Negro, Seco",1.5,234.9,156.6,Musserende Vin,4,5,0,0,5,Spania,Cava,Øvrige,12,38,Freixenet,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-94405,
,Freixenet Cordon Negro Brut,0.75,109.9,146.5,Musserende Vin,5,8,0,0,3,Spania,Cava,Øvrige,12,9,Freixenet,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-94601,
,"Freixenet Cordon Negro, Brut",0.38,65.9,175.7,Musserende Vin,4,7,0,0,3,Spania,Cava,Øvrige,12,9,Freixenet,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-94602,
,"Freixenet Cordon Negro, Brut",1.5,234.9,156.6,Musserende Vin,4,7,0,0,3,Spania,Cava,Øvrige,12,9,Freixenet,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-94605,
,"Freixenet Cordon Negro, Brut",3,679,226.3,Musserende Vin,4,7,0,0,3,Spania,Cava,Øvrige,12,9,Freixenet,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-94607,
,"Delapierre, Seco",0.75,96.9,129.2,Musserende Vin,5,8,0,0,4,Spania,Øvrige,Øvrige,11.5,25,Vinidelsa,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-98601,
,Guerrini Forteguerra Chianti Riserva 2009,0.75,209.9,279.9,Rødvin,7,7,8,0,0,Italia,Toscana,Chianti,13,0.1,Az. Agricola Samuele Guerrini,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-101301,
,Guerrini Forteguerra Chianti 2009,0.75,169.9,226.5,Rødvin,5,7,6,0,0,Italia,Toscana,Chianti,13,0.1,Az. Agricola Samuele Guerrini,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-101501,
,Maiano Aggeggio Sangiovese 2011,0.75,125,166.7,Rødvin,6,8,5,0,0,Italia,Toscana,Øvrige,12.5,4,Ten. Maiano,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-101701,
,Concha y Toro Cabernet Sauvignon 2013,0.75,89.9,119.9,Rødvin,6,8,7,0,0,Chile,Central Valley,Øvrige,11.5,7.4,Concha y Toro,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-101901,
,Jim Beam Honey,0.7,365,521.4,Øvrig Brennevin,0,0,0,0,0,USA,Kentucky,,35,123,Beam Global,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-103101,
,Drambuie 15 Y.O.,0.7,499.9,714.1,Likør,0,0,0,0,0,Skottland,Speyside,,43,290,The Drambuie Liqueur Co.,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-103301,
,Jim Beam Red Stag Black Cherry,0.7,365,521.4,Øvrig Brennevin,0,0,0,0,0,USA,Kentucky,,40,19.6,Beam Global,Engangsflasker av glass,http://www.vinmonopolet.no/vareutvalg/varedetaljer/sku-103401,
